"start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
129,129,0,50,"inception_5b/1x1","inception_5b/1x1","inception_5b/1x1","Convolution","Convolution","Convolution",119.,120.30000000000001,195.,"{195., 127., 122., 121., 121., 120., 120., 120., 120., 119., 120., 119., 120., 120., 120., 120., 120., 120., 120., 120., 120., 120., 120., 120., 120., 120., 119., 154., 137., 136., 151., 138., 136., 135., 137., 121., 121., 120., 120., 120., 121., 120., 120., 120., 121., 119., 120., 120., 121., 120.}"
130,130,0,50,"inception_5b/relu_1x1","inception_5b/relu_1x1","inception_5b/relu_1x1","Elementwise","Elementwise","Elementwise",29.,29.,44.,"{44., 32., 30., 30., 29., 30., 29., 30., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 30., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 30., 29., 29., 29.}"
131,131,0,50,"inception_5b/3x3_reduce","inception_5b/3x3_reduce","inception_5b/3x3_reduce","Convolution","Convolution","Convolution",75.,79.8,134.,"{134., 86., 79., 79., 77., 78., 77., 77., 79., 79., 78., 76., 81., 94., 80., 76., 78., 81., 77., 76., 79., 78., 80., 77., 79., 76., 78., 79., 77., 76., 75., 114., 88., 87., 87., 86., 85., 85., 85., 87., 86., 87., 97., 78., 76., 79., 79., 78., 78., 79.}"
132,132,0,50,"inception_5b/relu_3x3_reduce","inception_5b/relu_3x3_reduce","inception_5b/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",22.,26.5,37.,"{37., 22., 33., 27., 26., 27., 27., 26., 27., 26., 27., 27., 26., 27., 26., 27., 27., 26., 27., 26., 27., 26., 27., 26., 26., 27., 26., 27., 26., 27., 27., 26., 27., 26., 26., 27., 26., 26., 27., 26., 26., 27., 26., 26., 27., 26., 27., 26., 26., 27.}"
133,133,0,50,"inception_5b/3x3","inception_5b/3x3","inception_5b/3x3","Convolution","Convolution","Convolution",263.,265.7667,324.,"{323., 270., 268., 265., 265., 266., 266., 265., 265., 283., 267., 266., 265., 265., 265., 324., 299., 298., 309., 265., 265., 265., 265., 285., 267., 266., 266., 265., 265., 266., 265., 266., 271., 264., 266., 264., 273., 266., 280., 266., 265., 265., 265., 264., 264., 265., 263., 265., 265., 266.}"
134,134,0,50,"inception_5b/relu_3x3","inception_5b/relu_3x3","inception_5b/relu_3x3","Elementwise","Elementwise","Elementwise",29.,29.5667,43.,"{43., 32., 31., 29., 29., 31., 29., 30., 30., 30., 30., 29., 30., 29., 29., 30., 30., 29., 41., 31., 30., 29., 29., 30., 30., 30., 29., 30., 29., 30., 29., 30., 29., 29., 29., 29., 30., 29., 30., 29., 30., 30., 29., 29., 29., 30., 29., 30., 29., 30.}"
135,135,0,50,"inception_5b/5x5_reduce","inception_5b/5x5_reduce","inception_5b/5x5_reduce","Convolution","Convolution","Convolution",46.,49.900000000000006,113.,"{113., 59., 50., 51., 49., 51., 49., 49., 52., 51., 49., 52., 52., 49., 51., 50., 49., 50., 46., 48., 50., 51., 50., 48., 50., 47., 49., 50., 48., 51., 49., 49., 49., 50., 48., 50., 48., 48., 52., 51., 52., 50., 49., 50., 50., 51., 52., 50., 48., 51.}"
136,136,0,50,"inception_5b/relu_5x5_reduce","inception_5b/relu_5x5_reduce","inception_5b/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",19.,20.,36.,"{36., 22., 21., 20., 20., 20., 20., 19., 19., 20., 20., 20., 19., 20., 20., 20., 19., 20., 20., 20., 20., 20., 19., 20., 20., 20., 20., 20., 19., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 19., 20., 19., 20., 20., 20., 20., 19., 20., 19., 20.}"
137,137,0,50,"inception_5b/5x5","inception_5b/5x5","inception_5b/5x5","Convolution","Convolution","Convolution",128.,130.70000000000002,183.,"{183., 138., 133., 131., 130., 131., 130., 137., 135., 132., 131., 130., 142., 131., 130., 128., 128., 130., 129., 130., 128., 131., 128., 128., 129., 130., 129., 129., 129., 129., 129., 128., 128., 130., 128., 130., 129., 129., 161., 145., 143., 163., 147., 145., 144., 147., 128., 130., 129., 130.}"
138,138,0,50,"inception_5b/relu_5x5","inception_5b/relu_5x5","inception_5b/relu_5x5","Elementwise","Elementwise","Elementwise",19.,20.0667,38.,"{38., 23., 21., 21., 20., 20., 20., 21., 20., 20., 20., 20., 20., 20., 21., 20., 20., 20., 20., 20., 20., 20., 20., 21., 19., 20., 20., 20., 20., 20., 20., 21., 21., 20., 20., 20., 20., 22., 20., 20., 20., 20., 21., 20., 21., 20., 20., 20., 20., 20.}"
139,139,0,50,"inception_5b/pool","inception_5b/pool","inception_5b/pool","Pooling","Pooling","Pooling",303.,307.9667,326.,"{326., 315., 312., 311., 312., 304., 312., 304., 311., 317., 305., 304., 303., 304., 314., 311., 304., 304., 303., 304., 311., 304., 319., 312., 304., 304., 311., 304., 310., 310., 311., 304., 304., 310., 311., 313., 305., 311., 310., 311., 310., 304., 311., 303., 304., 304., 317., 305., 314., 304.}"
140,140,0,50,"inception_5b/pool_proj","inception_5b/pool_proj","inception_5b/pool_proj","Convolution","Convolution","Convolution",63.,66.2667,118.,"{118., 73., 67., 66., 66., 63., 64., 64., 64., 64., 71., 65., 65., 65., 66., 64., 64., 64., 65., 64., 64., 64., 63., 63., 63., 64., 65., 64., 64., 64., 64., 64., 65., 63., 64., 64., 91., 73., 72., 71., 73., 86., 74., 72., 72., 71., 74., 72., 73., 78.}"
141,141,0,50,"inception_5b/relu_pool_proj","inception_5b/relu_pool_proj","inception_5b/relu_pool_proj","Elementwise","Elementwise","Elementwise",19.,20.,38.,"{38., 23., 21., 21., 20., 20., 20., 21., 20., 20., 20., 20., 20., 28., 21., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 27., 20., 20., 19., 20., 20., 20., 20., 20., 20., 21., 20., 20., 20., 20., 20., 20., 20., 20.}"
142,147,5,50,"inception_5b/output","loss3_loss3","inception_5b/output-pool5_7x7_s1-pool5_drop_7x7_s1-flatten_0-loss3_classifier_sos-loss3_loss3","Catenate","Softmax","Catenate-Pooling-Dropout-Flatten-Linear-Softmax",108.,108.30000000000001,158.,"{158., 117., 110., 109., 108., 109., 108., 108., 109., 109., 109., 108., 108., 108., 108., 108., 123., 110., 108., 109., 109., 109., 108., 108., 108., 109., 108., 108., 108., 109., 109., 108., 108., 109., 108., 109., 108., 108., 108., 108., 108., 108., 108., 108., 108., 108., 108., 108., 109., 108.}"
